"135;73TBB3;;;937;48;DNS;1;0"
"136;77TA6O;;;938;48;DNS;1;0"
"137;00TR8K;;;936;1;1:27:00;100;2"
"138;85ca25;;;949;2;1:31:03;85;2"
"139;86SC3T;;;935;3;1:33:58;76;2"
"140;02EAAH;;;871;4;1:39:13;70;2"
"141;75PACV;;;941;5;1:45:46;65;2"
"142;98BABF;;;878;6;1:46:12;60;2"
"143;00MA93;;;907;7;1:52:45;56;2"
"144;98PM21;;;915;8;2:00:15;52;2"
"145;75BS8J;;;944;9;2:00:24;48;2"
"146;71IEBS;;;904;10;2:09:20;45;2"
"147;80SA3U;;;930;11;2:10:53;42;2"
"148;58kv91;;;948;12;2:17:50;39;2"
"149;74SM1R;;;780;13;1 lap;37;1"
"150;97DICR;;;892;14;DNS;1;0"
"151;00II3S;;;900;14;DNS;1;0"
"152;78MACX;;;905;14;DNS;1;0"
"153;79AA8S;;;945;14;DNS;1;0"
"154;76aa7h;;;946;14;DNS;1;0"
"155;78VA5L;;;128;1;2:11:51;120;2"
"156;78BR6U;;;103;2;2:33:01;105;2"
"157;85PV9S;;;122;3;2:41:27;94;2"
"158;82IV1O;;;135;4;2:45:30;85;2"
"159;82rb5j;;;129;5;2:51:32;78;2"
"160;63BM9J;;;104;6;2:56:36;72;2"
"161;69MC1P;;;117;7;3:21:03;67;2"
"162;67UC86;;;127;8;3:22:10;62;2"
"163;77SG1A;;;123;9;3:39:28;58;2"
"164;75DC96;;;134;10;3:48:48;54;2"
"165;64IM5R;;;109;11;3:54:40;50;2"
"166;73NG47;;;118;12;4:07:58;46;2"
"167;79MC17;;;115;13;4:25:41;42;2"
"168;78PDB8;;;119;14;1:32:37;39;1"
"169;82SA38;;;125;15;1:35:42;36;1"
"170;76MN12;;;114;16;1:40:35;33;1"
"171;88TM8E;;;126;17;1:54:20;30;1"
"172;84LP93;;;111;18;2:04:28;28;1"
"173;53gp7v;;;130;19;2:08:24;26;1"
"174;68PE7I;;;133;20;2:20:08;24;1"
"175;74SA7T;;;124;21;2:29:41;23;1"
"176;83LL5D;;;113;22;2:51:13;22;1"
"177;83PRC8;;;121;23;2:52:35;21;1"
"178;78CR9O;;;101;24;2:55:36;20;1"
"179;89LC5K;;;112;25;2:57:19;19;1"
"180;57CD91;;;105;26;3:07:13;18;1"
"181;87MT7B;;;116;27;3:21:13;17;1"
"182;74MR13;;;102;28;DNS;1;0"
"183;56CM34;;;106;28;DNS;1;0"
"184;67CNC7;;;107;28;DNS;1;0"
"185;81DC32;;;108;28;DNS;1;0"
"186;77LBBI;;;110;28;DNS;1;0"
"187;68ad3s;;;131;28;DNS;1;0"
"188;83cc5u;;;132;28;DNS;1;0"
"189;71PM45;;;120;1;DNS;1;0"
